Symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
1700040F17Rik	0	NA	NA	NA	NA	NA
1700040I03Rik	1.827537455	-0.443787423	0.824700397	-0.538119569	0.590494503	NA
1700040L02Rik	1.514443373	-1.545793306	1.09247647	-1.414944256	0.157084841	NA
1700041C23Rik	0	NA	NA	NA	NA	NA
1700042B14Rik	0.057930281	-0.296357463	3.06038251	-0.096836739	0.922856047	NA
1700042G07Rik	0	NA	NA	NA	NA	NA
1700042G15Rik	0	NA	NA	NA	NA	NA
1700042O10Rik	0	NA	NA	NA	NA	NA
1700044K03Rik	0	NA	NA	NA	NA	NA
1700045I11Rik	0	NA	NA	NA	NA	NA
1700045I19Rik	0.365198994	1.387210776	1.681185224	0.825138573	0.409292923	NA
1700047I17Rik2	0	NA	NA	NA	NA	NA
1700047M11Rik	0.962614979	2.535720429	1.317273337	1.92497666	0.054232278	NA
1700048F04Rik	0	NA	NA	NA	NA	NA
1700048O20Rik	100.0332044	-0.306138702	0.165509548	-1.849673972	0.064360554	0.382328926
1700049E15Rik	0	NA	NA	NA	NA	NA
1700049E17Rik1	0	NA	NA	NA	NA	NA
1700049E17Rik2	0	NA	NA	NA	NA	NA
1700049G17Rik	145.8431419	-0.044915613	0.088644595	-0.506693193	0.612370107	0.878496259
1700049L16Rik	0	NA	NA	NA	NA	NA
1700052I22Rik	0	NA	NA	NA	NA	NA
1700052K11Rik	81.04121786	0.07905612	0.140078056	0.564371911	0.572501051	0.85818277
1700052N19Rik	119.7786365	-0.033065063	0.107087805	-0.308765903	0.757499608	0.925428068
1700054K19Rik	0	NA	NA	NA	NA	NA
1700054N08Rik	199.8261635	-0.036495266	0.072991156	-0.499995727	0.617078086	0.88075246
1700054O13Rik	0	NA	NA	NA	NA	NA
1700054O19Rik	0.927598795	-1.518580452	1.301036601	-1.167208095	0.243126343	NA
1700055D18Rik	26.77960921	0.122485469	0.212504333	0.576390454	0.564351295	0.856237766
1700055N04Rik	0.062383417	-0.296357463	3.06038251	-0.096836739	0.922856047	NA
1700056E22Rik	3.72454377	0.147615722	0.532567984	0.277177236	0.781644018	NA
1700057G04Rik	0	NA	NA	NA	NA	NA
1700057K13Rik	0.28314182	-1.624214336	1.946671126	-0.834354768	0.404081098	NA
1700058C13Rik	0	NA	NA	NA	NA	NA
1700058G18Rik	0.269006482	0.06431974	1.982906298	0.032437105	0.974123473	NA
1700060J05Rik	1.186441175	0.847611321	1.051986006	0.805724902	0.420401488	NA
1700060O08Rik	0.057930281	-0.296357463	3.06038251	-0.096836739	0.922856047	NA
1700061E17Rik	4.634360187	0.475922969	0.522791591	0.910349319	0.362638317	NA
1700061F12Rik	0	NA	NA	NA	NA	NA
1700061G19Rik	0.144457461	-0.657026156	3.06038251	-0.214687593	0.830010896	NA
1700061I17Rik	0	NA	NA	NA	NA	NA
1700061J05Rik	0	NA	NA	NA	NA	NA
1700063D05Rik	2.318965749	1.116139166	0.898997412	1.241537686	0.214407185	NA
1700063H04Rik	0.155009198	-1.017694849	3.06038251	-0.332538448	0.739482713	NA
1700063K16Rik	0	NA	NA	NA	NA	NA
1700064M15Rik	0	NA	NA	NA	NA	NA
1700065D16Rik	1.174842131	0.435608452	1.004953545	0.433461282	0.664679688	NA
1700065I16Rik	0	NA	NA	NA	NA	NA
1700065I17Rik	2.729997287	0.596289313	0.729181196	0.817751905	0.413498865	NA
1700066B19Rik	1.332446746	-0.470028337	1.165063743	-0.403435726	0.686627709	NA
1700066C05Rik	0	NA	NA	NA	NA	NA
1700066J24Rik	4.316067444	0.317047704	0.5164795	0.613863095	0.539305799	NA
1700066M21Rik	102.2812738	0.010432198	0.125003997	0.083454915	0.933489825	0.983214886
1700066O22Rik	0.137387472	0.785651995	3.06038251	0.256716927	0.797397303	NA
1700067K01Rik	0.725389828	-1.972935712	1.484318439	-1.329186285	0.183786519	NA
1700067P10Rik	1.246076396	-0.252094977	0.912806386	-0.276175737	0.782413092	NA
1700069L16Rik	0	NA	NA	NA	NA	NA
1700071K01Rik	10.89308197	0.326478725	0.424302986	0.769447154	0.441627905	NA
1700072E05Rik	0	NA	NA	NA	NA	NA
1700073E17Rik	0	NA	NA	NA	NA	NA
1700074P13Rik	0	NA	NA	NA	NA	NA
1700080E11Rik	0	NA	NA	NA	NA	NA
1700080O16Rik	0	NA	NA	NA	NA	NA
1700081L11Rik	1601.428844	-0.033971015	0.041898036	-0.810802077	0.417479342	0.777989509
1700083H02Rik	0	NA	NA	NA	NA	NA
1700084C01Rik	1.965663152	-0.00178518	0.717850049	-0.002486843	0.998015789	NA
1700084E18Rik	6.313124078	0.647507936	0.425368302	1.522228931	0.127951728	NA
1700084J12Rik	0	NA	NA	NA	NA	NA
1700084M14Rik	0	NA	NA	NA	NA	NA
1700085B03Rik	0.239997142	1.146323863	2.956946334	0.387671514	0.698259139	NA
1700086L19Rik	0	NA	NA	NA	NA	NA
1700086O06Rik	4.197025056	-0.523406359	0.554931078	-0.94319165	0.345582883	NA
1700086P04Rik	1.492022806	-0.089521873	0.808004232	-0.110793817	0.911779848	NA
1700088E04Rik	67.24289227	-0.073404099	0.13612187	-0.539252796	0.589712435	0.865489641
1700090G07Rik	0	NA	NA	NA	NA	NA
1700091H14Rik	0	NA	NA	NA	NA	NA
1700092M07Rik	0.82047451	1.182172192	1.171268122	1.009309628	0.312826164	NA
1700093J21Rik	1.405043302	-1.131846772	0.906218825	-1.248977334	0.211673364	NA
1700093K21Rik	0.138867495	0.064312919	3.06038251	0.021014667	0.983233956	NA
1700094C09Rik	0	NA	NA	NA	NA	NA
1700094D03Rik	39.66286149	0.067338269	0.182095504	0.369796441	0.711534168	0.910973718
1700095A13Rik	0	NA	NA	NA	NA	NA
1700095J03Rik	0.400700137	-0.94301943	1.553665921	-0.606964096	0.54387474	NA
1700096J18Rik	0.359582852	-1.337462227	1.857240404	-0.720134143	0.471442407	NA
1700096K18Rik	58.28889163	0.093890767	0.141727984	0.662471622	0.507669016	0.827523206
1700097N02Rik	0	NA	NA	NA	NA	NA
1700099I09Rik	0.062566286	0.424981613	3.06038251	0.138865521	0.889556417	NA
1700101E01Rik	0.657147582	-1.27209541	1.267080018	-1.003958228	0.315398749	NA
1700101G07Rik	0	NA	NA	NA	NA	NA
1700101O22Rik	0.605856142	-1.052943342	1.343008736	-0.784018238	0.433029409	NA
1700102H20Rik	5.383930153	-0.725410697	0.508411742	-1.426817354	0.153632548	NA
1700102P08Rik	27.37645482	0.420189761	0.204187194	2.057865396	0.039603056	0.29945075
1700104A03Rik	0.052932172	-0.296357463	3.06038251	-0.096836739	0.922856047	NA
1700106J16Rik	0.190821656	-0.296354779	2.768001726	-0.107064521	0.914737793	NA
1700106N22Rik	94.56368042	0.008041202	0.13232394	0.060769064	0.951543128	0.987282739
1700108F19Rik	0.112921983	0.064312919	3.06038251	0.021014667	0.983233956	NA
1700108J01Rik	0	NA	NA	NA	NA	NA
1700108M19Rik	0.301238172	1.77193402	2.149358973	0.824401155	0.409711659	NA
1700109F18Rik	0	NA	NA	NA	NA	NA
1700109G14Rik	1.324999059	0.946110862	1.059616592	0.892880377	0.371921236	NA
1700109H08Rik	23.00728147	0.159709083	0.232845344	0.685901982	0.49277492	NA
1700110I01Rik	0.737550176	-1.457224339	1.174450849	-1.240770817	0.214690425	NA
1700110M21Rik	0.360788096	0.064321491	1.602272686	0.04014391	0.967978395	NA
1700111E14Rik	0.139728321	0.785651995	3.06038251	0.256716927	0.797397303	NA
1700111N16Rik	0.139728321	0.785651995	3.06038251	0.256716927	0.797397303	NA
1700112E06Rik	2.974353387	-0.477619531	0.625409853	-0.763690448	0.445051735	NA
1700112M01Rik	0.265980484	0.064319716	1.989161315	0.032335093	0.974204824	NA
1700113H08Rik	1.139116611	0.160701975	1.125453312	0.142788664	0.88645709	NA
1700113I22Rik	2.74881287	0.289438202	0.645787962	0.448193864	0.654013291	NA
1700120B22Rik	4.543255039	-0.119404662	0.505912344	-0.236018478	0.813418332	NA
1700120K04Rik	2.443721208	-1.071292365	0.701692707	-1.526725807	0.126829207	NA
1700122E12Rik	0.477713691	-0.571245083	1.517148176	-0.376525571	0.706526209	NA
1700122H20Rik	0	NA	NA	NA	NA	NA
1700122O11Rik	0	NA	NA	NA	NA	NA
1700123I01Rik	0.119843354	0.064312919	3.06038251	0.021014667	0.983233956	NA
1700123K08Rik	0.059364607	0.424981613	3.06038251	0.138865521	0.889556417	NA
1700123L14Rik	0	NA	NA	NA	NA	NA
1700123O20Rik	105.6643753	0.105958151	0.097300776	1.088975402	0.276164733	0.686646827
1700123O21Rik	0.429684033	2.271079349	1.748050347	1.299207058	0.19387288	NA
1700124L16Rik	5.660620505	-0.288537611	0.422883287	-0.682310274	0.495042778	NA
1700125D06Rik	2.411900567	-0.202791736	0.664910812	-0.304990884	0.760373095	NA
1700125H03Rik	0.22256438	1.146328228	2.629597921	0.435932892	0.66288542	NA
1700125H20Rik	0.068693736	0.424981613	3.06038251	0.138865521	0.889556417	NA
1700128F08Rik	0.06986416	0.424981613	3.06038251	0.138865521	0.889556417	NA
1700129C05Rik	0	NA	NA	NA	NA	NA
1810006K21Rik	1.756253647	0.061687596	0.749060299	0.082353311	0.934365762	NA
1810007D17Rik	0.177881875	-0.296353956	2.500406867	-0.118522293	0.905653832	NA
1810008A18Rik	185.1030796	-0.160168275	0.088734053	-1.805037291	0.071068847	0.401662312
1810008B01Rik	0.056374219	0.424981613	3.06038251	0.138865521	0.889556417	NA
1810009A15Rik	1632.484564	0.07382825	0.057356856	1.287173945	0.198033667	0.610526608
1810009J06Rik	0	NA	NA	NA	NA	NA
1810010D01Rik	0.324895015	1.179902571	1.908532452	0.61822505	0.536426999	NA
1810010H24Rik	108.5485641	-0.087665451	0.109059212	-0.803833523	0.421493126	0.779901173
1810011H11Rik	0.182612598	1.146325894	2.809367986	0.408036932	0.683246561	NA
1810011O10Rik	10.05383	0.636798359	0.338508803	1.881186995	0.059946486	NA
1810012P15Rik	324.4408338	0.029866279	0.06424185	0.464903774	0.642000367	0.890008046
1810013D10Rik	53.15922329	0.094240684	0.165357073	0.569922303	0.568730397	0.857405748
1810013L24Rik	470.1243842	0.048688147	0.055868927	0.871470953	0.383497059	0.765332392
1810014B01Rik	40.58186818	0.052950107	0.155791489	0.33987805	0.733948367	0.918745354
1810014F10Rik	97.84748448	-0.209727227	0.114591285	-1.83021969	0.067217095	0.389961492
1810018F18Rik	0	NA	NA	NA	NA	NA
1810019D21Rik	0.779848138	-1.569884907	1.557210799	-1.00813898	0.313387747	NA
1810019J16Rik	0	NA	NA	NA	NA	NA
1810020D17Rik	0	NA	NA	NA	NA	NA
1810020O05Rik	0.182104691	0.424985468	2.812014008	0.151132059	0.879871543	NA
1810022C23Rik	1.900369962	-0.028018215	0.720215131	-0.038902564	0.968968073	NA
1810022K09Rik	237.9464629	0.062657258	0.071859054	0.871946604	0.383237508	0.765296013
1810024B03Rik	10.04202958	-0.16770805	0.335455797	-0.499940831	0.617116741	NA
1810026B05Rik	75.23310657	0.075920429	0.127045084	0.597586515	0.550115864	0.849744629
1810026J23Rik	356.318542	-0.023243605	0.069115074	-0.336302973	0.736642409	0.919704922
1810027O10Rik	117.1049161	0.041517909	0.124784528	0.332716803	0.739348065	0.920733068
1810029B16Rik	84.77919225	-0.039849314	0.114354969	-0.348470329	0.727486993	0.916791723
1810030J14Rik	0	NA	NA	NA	NA	NA
1810030N24Rik	113.8346943	0.124898689	0.11053771	1.129919275	0.258510241	0.673186664
1810030O07Rik	177.3293434	-0.077752572	0.081288739	-0.956498687	0.338820347	0.739507411
1810031K17Rik	135.0271806	-0.039211242	0.089135008	-0.43990843	0.66000343	0.896272626
1810032O08Rik	3.187555185	0.068922451	0.586646966	0.117485395	0.906475417	NA
1810033B17Rik	1.047007961	0.905447944	1.147616649	0.788981185	0.430123003	NA
1810034E14Rik	1.226025499	-0.428967283	1.070651097	-0.400660201	0.688670317	NA
1810035L17Rik	99.20365207	0.264613882	0.112382107	2.354590866	0.018543109	0.204376483
1810037I17Rik	203.5366469	0.149591933	0.109130342	1.370763899	0.170448568	0.576189067
1810041L15Rik	1159.04464	-0.017017021	0.039055092	-0.43571837	0.663041076	0.896272626
1810043G02Rik	121.7519539	0.087018567	0.099552071	0.87410102	0.382063242	0.764771619
1810043H04Rik	95.60323092	-0.183089846	0.115581014	-1.584082368	0.113174976	0.492630393
1810044D09Rik	13.49952344	-0.574506393	0.326745828	-1.758266956	0.078702097	NA
1810046J19Rik	446.5641001	0.081546702	0.057802225	1.410788298	0.158307046	0.561467057
1810046K07Rik	0	NA	NA	NA	NA	NA
1810048J11Rik	424.3962158	-0.096378717	0.069454214	-1.387658308	0.165241117	0.569246845
1810049H13Rik	45.38280475	0.238760555	0.156733343	1.523355212	0.127669861	0.519492657
1810055G02Rik	124.4854502	-0.052484902	0.097406919	-0.538821083	0.590010315	0.865489641
1810058I24Rik	5.487957389	-0.260543984	0.461130575	-0.565011296	0.572066081	NA
1810059H22Rik	22.85860361	0.307233665	0.238724537	1.286979834	0.198101317	NA
1810062G17Rik	0.656735901	0.870120994	1.349069436	0.644978658	0.518941017	NA
1810062O18Rik	2.681589157	0.387235772	0.594567214	0.651290153	0.514859204	NA
1810063B05Rik	73.5910836	0.004316238	0.139519731	0.030936398	0.975320263	0.994055801
1810063B07Rik	50.04246506	-0.074171684	0.150849729	-0.491692526	0.622936723	0.882266281
1810064F22Rik	0	NA	NA	NA	NA	NA
1810065E05Rik	0	NA	NA	NA	NA	NA
1810074P20Rik	592.8297742	0.009271456	0.046622715	0.198861353	0.842371201	0.956253776
2-Mar	209.2023674	0.065473936	0.08327223	0.786263751	0.431712984	0.78693761
2-Sep	0.844298193	-1.712879112	1.490074616	-1.149525731	0.250339263	NA
2010000I03Rik	67.02738385	0.233263085	0.148807242	1.567551974	0.116985728	0.49964801
2010001E11Rik	1.246499526	-0.040461762	1.114079952	-0.036318544	0.971028364	NA
2010001M06Rik	25.01877639	-0.072747612	0.24482601	-0.297140046	0.766359592	NA
2010001M09Rik	1.812478329	0.800124099	0.910233133	0.879032053	0.379383897	NA
2010002M12Rik	6.096744729	-0.295985278	0.515995414	-0.573619978	0.56622499	NA
2010002N04Rik	14.62437134	-0.594136226	0.279012417	-2.129425751	0.033219052	NA
2010003K11Rik	0.124766835	-0.657026156	3.06038251	-0.214687593	0.830010896	NA
2010005H15Rik	0	NA	NA	NA	NA	NA
2010007H12Rik	62.84029144	0.183530439	0.141354462	1.298370323	0.194160112	0.607153337
2010011I20Rik	267.4318661	-0.12681357	0.068841949	-1.84209733	0.065460914	0.38565669
2010012O05Rik	160.7677237	-0.059293057	0.098294356	-0.60321934	0.546362783	0.846767074
2010015L04Rik	41.76660802	0.310760369	0.162600443	1.911190182	0.055980145	0.356781463
2010016I18Rik	0.463588087	0.479963554	1.655988961	0.289834996	0.771942474	NA
2010106E10Rik	0	NA	NA	NA	NA	NA
2010106G01Rik	187.8270164	-0.023228375	0.100207657	-0.231802394	0.816691497	0.946581378
2010107E04Rik	1068.929829	0.100400105	0.070008737	1.434108204	0.151541387	0.553317953
2010107G12Rik	4.087801943	-0.325021623	0.563373922	-0.576919892	0.563993572	NA
2010107G23Rik	75.23167488	0.093531059	0.14948466	0.625690015	0.531518284	0.838605487
2010107H07Rik	21.00269988	-0.188589352	0.283771157	-0.664582525	0.506317549	NA
2010109A12Rik	2.192684487	0.53956183	0.668897899	0.806643033	0.419872173	NA
2010109I03Rik	0.359794245	0.793552932	1.72192155	0.460853128	0.644903982	NA
2010109K11Rik	80.52877059	-0.039668032	0.140952109	-0.281429151	0.778381262	0.934775966
2010110P09Rik	2.487753269	0.270300948	0.696569054	0.388046162	0.697981872	NA
2010111I01Rik	149.5561888	-0.032639956	0.108017091	-0.302173999	0.762519424	0.92831188
2010204K13Rik	2.19057367	-0.589574258	0.775755798	-0.759999809	0.447254699	NA
2010300C02Rik	27.52798494	0.126398458	0.242405602	0.521433734	0.602064657	0.872566058
2010300F17Rik	0.438203524	2.252519369	1.979408193	1.137976178	0.25513043	NA
2010305A19Rik	177.5043983	-0.036366604	0.085925097	-0.423236118	0.672122997	0.898545971
2010317E24Rik	0.132866067	-0.657026156	3.06038251	-0.214687593	0.830010896	NA
2010320M18Rik	87.16991582	0.094023425	0.149605976	0.628473726	0.529693653	0.837974731
2010321M09Rik	1.218497103	-0.232914802	0.948991088	-0.24543413	0.806120305	NA
2200001I15Rik	0.181436243	-1.017694849	3.06038251	-0.332538448	0.739482713	NA
2200002D01Rik	6.412932945	0.910395892	0.59493557	1.530242833	0.125956633	NA
2200002J24Rik	0	NA	NA	NA	NA	NA
2200002K05Rik	27.88685882	-0.306213592	0.188631995	-1.623338566	0.10451705	0.474112909
2210008F06Rik	0.350145509	0.064321145	1.737986356	0.037009004	0.970477826	NA
2210009G21Rik	9.567664149	-0.718340641	0.355118616	-2.02281888	0.043091824	NA
2210010C04Rik	0	NA	NA	NA	NA	NA
2210010C17Rik	0	NA	NA	NA	NA	NA
2210011C24Rik	0	NA	NA	NA	NA	NA
2210012G02Rik	111.8535922	0.014124443	0.120539393	0.117176986	0.906719804	0.975716941
2210013O21Rik	129.4540084	-0.226193075	0.117477311	-1.925419246	0.05417693	0.351838113
2210015D19Rik	104.0793038	-0.16556109	0.11990227	-1.380800296	0.167340373	0.572611852
2210016F16Rik	114.4354108	-0.11775913	0.104498896	-1.126893537	0.259787496	0.675194348
2210016L21Rik	533.6403052	-0.043606588	0.057899527	-0.753142388	0.451364355	0.797549902
2210018M11Rik	1262.332242	0.094289393	0.050059783	1.883535804	0.059627792	0.368579906
2210019I11Rik	0	NA	NA	NA	NA	NA
2210020M01Rik	0.777715064	0.684046842	1.404678726	0.486977434	0.626274322	NA
2210021J22Rik	0.124766835	-0.657026156	3.06038251	-0.214687593	0.830010896	NA
2210023G05Rik	2.021109517	-1.060768121	1.160821193	-0.913808369	0.360817548	NA
2210403K04Rik	21.95445747	-0.106323399	0.243250094	-0.437094997	0.662042455	NA
2210404J11Rik	0.638092201	1.218144074	1.273158808	0.956788789	0.338673872	NA
2210404O07Rik	28.53712128	0.733079102	0.2428039	3.019222925	0.00253424	0.060814487
2210404O09Rik	7.191426915	0.042092349	0.410655177	0.102500471	0.918359439	NA
2210407C18Rik	0.120957495	-0.657026156	3.06038251	-0.214687593	0.830010896	NA
2210408F21Rik	14.40428051	0.312561867	0.258423516	1.209494677	0.226472855	NA
2210408I21Rik	109.6564853	-0.124824364	0.122161191	-1.021800483	0.306875341	0.714079174
2210409E12Rik	0	NA	NA	NA	NA	NA
2210411K11Rik	14.42826638	0.248357014	0.297751663	0.834107897	0.404220186	NA
2210415F13Rik	0	NA	NA	NA	NA	NA
2210417A02Rik	0.27492503	-1.407759874	2.506500424	-0.561643581	0.574358881	NA
2210417K05Rik	16.38037232	0.540407101	0.271773912	1.988443621	0.046762648	NA
2300002M23Rik	0	NA	NA	NA	NA	NA
2300005B03Rik	0.169792362	1.146329542	2.522692494	0.454407164	0.649535797	NA
2300009A05Rik	209.2221939	0.039334029	0.088474031	0.444582764	0.656621305	0.894962235
2310001A20Rik	225.519995	-0.225613259	0.092447494	-2.440447536	0.014669076	0.180423514
2310001H12Rik	3.397012138	0.459367799	0.712443479	0.644777883	0.519071136	NA
2310001H17Rik	5.054674846	0.153692101	0.445404079	0.345062177	0.730047627	NA
2310001H18Rik	0	NA	NA	NA	NA	NA
2310001K24Rik	0.068693736	0.424981613	3.06038251	0.138865521	0.889556417	NA
2310002J15Rik	0.578396606	0.415978704	1.753829579	0.237183082	0.812514761	NA
2310002L09Rik	0.404075598	-0.335860084	2.327764975	-0.144284362	0.885275927	NA
2310002L13Rik	0	NA	NA	NA	NA	NA
2310003C23Rik	279.1850079	0.095582647	0.095833682	0.997380518	0.318579844	0.725399415
2310003F16Rik	737.7556228	-0.038103124	0.065147886	-0.584871233	0.558634303	0.854288427
2310003H01Rik	125.7501579	-0.064473588	0.097448501	-0.661617029	0.508216691	0.827523206
2310003L06Rik	0.062566286	0.424981613	3.06038251	0.138865521	0.889556417	NA
2310003L22Rik	187.6349693	-0.142363952	0.085213243	-1.670678733	0.094785152	0.456552047
2310004I24Rik	112.7303261	-0.073771272	0.104332821	-0.707076365	0.479519023	0.816598316
2310004N24Rik	115.0138422	0.128790963	0.109382836	1.177433015	0.239022719	0.655392801
2310005G13Rik	0.276465107	1.065792688	2.231762562	0.477556487	0.632965908	NA
2310006M14Rik	0	NA	NA	NA	NA	NA
2310007A19Rik	27.53310173	0.012046616	0.22011939	0.054727647	0.956355444	0.987889614
2310007B03Rik	0	NA	NA	NA	NA	NA
2310007L24Rik	0.159713684	-0.296355353	2.940262664	-0.100792136	0.91971547	NA
2310008H04Rik	91.88783164	0.329027342	0.128622536	2.558084702	0.010525045	0.149324079
2310008H09Rik	63.72220269	0.039070125	0.14279729	0.27360551	0.784387799	0.936822281
2310009A05Rik	92.37754537	0.008952175	0.133607184	0.067003695	0.946578761	0.986538075
2310009B15Rik	72.50404987	-0.028805675	0.133489603	-0.215789648	0.829151718	0.952380743
2310010G23Rik	4.063385838	-0.366779465	0.573955271	-0.639038413	0.522797943	NA
2310010M20Rik	6.247094247	0.454949337	0.502743773	0.904932813	0.365500982	NA
2310011J03Rik	95.37760235	0.041930976	0.124835305	0.335890362	0.736953545	0.919704922
2310014F06Rik	4.689470053	-0.400894691	0.613443745	-0.653515004	0.51342432	NA
2310014H01Rik	9.141267518	0.373199214	0.358029984	1.042368603	0.297240817	NA
2310014L17Rik	6.975225514	-0.144773911	0.456802369	-0.316928985	0.751297488	NA
2310015A10Rik	232.7852788	0.055184408	0.09195093	0.600150624	0.548405857	0.847962622
2310015B20Rik	4.043425432	-0.837500901	0.572982145	-1.461652703	0.143836404	NA
2310016C08Rik	6.501895898	0.217360135	0.508115576	0.427776958	0.668813514	NA
2310016G11Rik	0.767992238	-0.128983447	1.227452422	-0.105082238	0.916310554	NA
2310016M24Rik	106.1129959	0.279137573	0.116825145	2.389362093	0.016877659	0.194400637
2310021H06Rik	0	NA	NA	NA	NA	NA
2310021P13Rik	1352.119821	-0.021283557	0.051852749	-0.410461491	0.681467447	0.902967682
2310022A10Rik	36.52294753	-0.016035827	0.169894962	-0.094386711	0.924801972	0.980689021
2310022B05Rik	221.459481	-0.069783752	0.091769336	-0.760425602	0.447000225	0.795784253
2310028H24Rik	0.554611168	-0.212347625	1.506082615	-0.140993344	0.8878752	NA
2310028O11Rik	2.012674907	0.308231254	0.722610736	0.426552276	0.669705465	NA
2310030G06Rik	7.799232536	-0.345366132	0.606218743	-0.569705467	0.568877482	NA
2310030N02Rik	53.11437535	-0.163942775	0.156192257	-1.049621652	0.293892098	0.700698026
2310033E01Rik	0.605003098	-1.104759379	1.56656766	-0.705210127	0.48067948	NA
2310033P09Rik	178.5779921	-0.004912367	0.093593709	-0.05248608	0.958141386	0.988532101
2310034C09Rik	0	NA	NA	NA	NA	NA
2310034G01Rik	26.69813566	0.358306319	0.238422957	1.502818033	0.132885975	0.528817778
2310035C23Rik	1.552670041	-0.13988085	0.820716729	-0.17043743	0.864666138	NA
2310035K24Rik	68.10750599	-0.015727625	0.150491852	-0.10450815	0.916766101	0.977511246
2310036O22Rik	410.4543306	-0.122508126	0.073510805	-1.666532243	0.095607452	0.458031389
2310037I24Rik	349.7852167	-0.043152258	0.069785664	-0.618354201	0.536341881	0.841175659
2310038E17Rik	0.291036256	-1.64941337	2.172675643	-0.759162269	0.447755494	NA
2310039D24Rik	0	NA	NA	NA	NA	NA
2310039H08Rik	42.53320119	0.040990735	0.152637375	0.268549794	0.788276152	0.938996406
2310040G07Rik	0.508733945	0.072758337	1.525459398	0.047696017	0.961958509	NA
2310040G24Rik	4.891218311	-0.147995139	0.519079149	-0.285110931	0.775559156	NA
2310042D19Rik	17.67060882	-0.288546588	0.285024767	-1.012356193	0.311367776	NA
