source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:CC,GO:0032279,asymmetric synapse,7.756621066594653e-05,True,"""A type of synapse occurring between an axon and a dendritic spine or dendritic shaft. Asymmetric synapses, the most abundant synapse type in the central nervous system, involve axons that contain predominantly spherical vesicles and contain a thickened postsynaptic density. Most or all synapses of this type are excitatory."" [GOC:dgh, GOC:ef]",400,277,16,26995,0.05776173285198556,0.04,query_1,['GO:0098984']
GO:BP,GO:0030030,cell projection organization,7.797151175947002e-05,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, GOC:mah, http://www.cogsci.princeton.edu/~wn/]",1706,275,40,26944,0.14545454545454545,0.023446658851113716,query_1,['GO:0016043']
GO:BP,GO:0009653,anatomical structure morphogenesis,9.459625944281084e-05,True,"""The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form."" [GOC:go_curators, ISBN:0521436125]",2761,275,55,26944,0.2,0.0199203187250996,query_1,"['GO:0032502', 'GO:0048856']"
GO:BP,GO:1901564,organonitrogen compound metabolic process,9.576432367220454e-05,True,"""The chemical reactions and pathways involving organonitrogen compound."" [GOC:pr, GOC:TermGenie]",5744,275,93,26944,0.3381818181818182,0.016190807799442895,query_1,"['GO:0006807', 'GO:0071704']"
GO:BP,GO:0065008,regulation of biological quality,9.606349577017234e-05,True,"""Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]",3134,275,60,26944,0.21818181818181817,0.01914486279514997,query_1,['GO:0065007']
GO:BP,GO:0050793,regulation of developmental process,9.802154548247862e-05,True,"""Any process that modulates the frequency, rate or extent of development, the biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:go_curators]",2698,275,54,26944,0.19636363636363635,0.02001482579688658,query_1,"['GO:0032502', 'GO:0050789']"
GO:BP,GO:0006996,organelle organization,9.94322127279973e-05,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an organelle within a cell. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:mah]",3518,275,65,26944,0.23636363636363636,0.01847640704945992,query_1,['GO:0016043']
GO:CC,GO:0097731,9+0 non-motile cilium,0.00010922893925883726,True,"""A non-motile cilium where the axoneme has a ring of nine outer microtubule doublets but no central microtubules (and is therefore called a 9+0 axoneme)."" [GOC:cilia, PMID:22118931]",126,277,9,26995,0.032490974729241874,0.07142857142857142,query_1,['GO:0097730']
GO:CC,GO:0097730,non-motile cilium,0.0001335690624574619,True,"""A cilium which may have a variable array of axonemal microtubules but does not contain molecular motors."" [GOC:cilia, GOC:dgh, GOC:kmv, PMID:17009929, PMID:20144998, PMID:22118931]",164,277,10,26995,0.036101083032490974,0.06097560975609756,query_1,['GO:0005929']
GO:BP,GO:0050768,negative regulation of neurogenesis,0.0001396302298506736,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of neurogenesis, the generation of cells within the nervous system."" [GOC:ai]",171,275,11,26944,0.04,0.06432748538011696,query_1,"['GO:0010721', 'GO:0022008', 'GO:0050767', 'GO:0051961']"
GO:BP,GO:0050767,regulation of neurogenesis,0.00014804170816987082,True,"""Any process that modulates the frequency, rate or extent of neurogenesis, the generation of cells in the nervous system."" [GOC:ai]",467,275,18,26944,0.06545454545454546,0.03854389721627409,query_1,"['GO:0022008', 'GO:0051960', 'GO:0060284']"
GO:CC,GO:0030659,cytoplasmic vesicle membrane,0.00015222676581498281,True,"""The lipid bilayer surrounding a cytoplasmic vesicle."" [GOC:mah]",914,277,25,26995,0.09025270758122744,0.02735229759299781,query_1,"['GO:0012506', 'GO:0031410']"
GO:BP,GO:0016072,rRNA metabolic process,0.00016702273859344453,True,"""The chemical reactions and pathways involving rRNA, ribosomal RNA, a structural constituent of ribosomes."" [ISBN:0198506732]",250,275,13,26944,0.04727272727272727,0.052,query_1,['GO:0034660']
GO:CC,GO:0098793,presynapse,0.0001823396478285234,True,"""The part of a synapse that is part of the presynaptic cell."" [GOC:dos]",751,277,22,26995,0.07942238267148015,0.02929427430093209,query_1,"['GO:0045202', 'GO:0110165']"
GO:BP,GO:0051961,negative regulation of nervous system development,0.00018358864878483553,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of nervous system development, the origin and formation of nervous tissue."" [GOC:ai]",177,275,11,26944,0.04,0.062146892655367235,query_1,"['GO:0007399', 'GO:0051093', 'GO:0051241', 'GO:0051960']"
GO:CC,GO:0012506,vesicle membrane,0.00018644830423296348,True,"""The lipid bilayer surrounding any membrane-bounded vesicle in the cell."" [GOC:mah, GOC:vesicle]",928,277,25,26995,0.09025270758122744,0.02693965517241379,query_1,"['GO:0031090', 'GO:0031982']"
GO:BP,GO:0019538,protein metabolic process,0.00018646994289898755,True,"""The chemical reactions and pathways involving a protein. Includes protein modification."" [GOC:ma]",4698,275,79,26944,0.2872727272727273,0.016815666240953597,query_1,"['GO:0043170', 'GO:0044238', 'GO:1901564']"
GO:BP,GO:0007601,visual perception,0.0002281175588342621,True,"""The series of events required for an organism to receive a visual stimulus, convert it to a molecular signal, and recognize and characterize the signal. Visual stimuli are detected in the form of photons and are processed to form an image."" [GOC:ai]",147,275,10,26944,0.03636363636363636,0.06802721088435375,query_1,['GO:0050953']
GO:BP,GO:0006897,endocytosis,0.0002793335384153717,True,"""A vesicle-mediated transport process in which cells take up external materials or membrane constituents by the invagination of a part of the plasma membrane to form a new membrane-bounded vesicle."" [GOC:mah, ISBN:0198506732, ISBN:0716731363, Wikipedia:Endocytosis]",701,275,22,26944,0.08,0.03138373751783167,query_1,"['GO:0016192', 'GO:0098657']"
GO:BP,GO:0050953,sensory perception of light stimulus,0.0002794002244741856,True,"""The series of events required for an organism to receive a sensory light stimulus, convert it to a molecular signal, and recognize and characterize the signal. This is a neurological process."" [GOC:ai]",151,275,10,26944,0.03636363636363636,0.06622516556291391,query_1,['GO:0007600']
GO:BP,GO:0048468,cell development,0.00032108699786192134,True,"""The cellular developmental process in which a specific cell progresses from an immature to a mature state. Cell development start once cell commitment has taken place."" [GOC:go_curators]",3202,275,59,26944,0.21454545454545454,0.018425983760149905,query_1,"['GO:0030154', 'GO:0048856', 'GO:0048869']"
GO:BP,GO:0033043,regulation of organelle organization,0.00032108699786192134,True,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:mah]",1178,275,30,26944,0.10909090909090909,0.025466893039049237,query_1,"['GO:0006996', 'GO:0051128']"
GO:CC,GO:0097733,photoreceptor cell cilium,0.0003334857090075554,True,"""A specialised 9+0 non-motile cilium found in photoreceptor cells. A ciliary transition zone called 'photoreceptor connecting cilium' links the photoreceptor outer segment to the inner segment."" [GOC:cilia, Wikipedia:Photoreceptor_cell#Histology]",113,277,8,26995,0.02888086642599278,0.07079646017699115,query_1,"['GO:0043005', 'GO:0097731']"
GO:BP,GO:0032501,multicellular organismal process,0.0003529608173659701,True,"""Any biological process, occurring at the level of a multicellular organism, pertinent to its function."" [GOC:curators, GOC:dph, GOC:isa_complete, GOC:tb]",9132,275,129,26944,0.4690909090909091,0.014126149802890934,query_1,['GO:0008150']
GO:BP,GO:0044271,cellular nitrogen compound biosynthetic process,0.00036562393535669724,True,"""The chemical reactions and pathways resulting in the formation of organic and inorganic nitrogenous compounds."" [GOC:jl, ISBN:0198506732]",4715,275,78,26944,0.28363636363636363,0.016542948038176034,query_1,"['GO:0034641', 'GO:0044249']"
GO:BP,GO:0051960,regulation of nervous system development,0.00041393357441234805,True,"""Any process that modulates the frequency, rate or extent of nervous system development, the origin and formation of nervous tissue."" [GOC:ai]",562,275,19,26944,0.06909090909090909,0.033807829181494664,query_1,"['GO:0007399', 'GO:2000026']"
GO:BP,GO:0030029,actin filament-based process,0.0004192149218785074,True,"""Any cellular process that depends upon or alters the actin cytoskeleton, that part of the cytoskeleton comprising actin filaments and their associated proteins."" [GOC:mah]",782,275,23,26944,0.08363636363636363,0.029411764705882353,query_1,['GO:0009987']
GO:BP,GO:0042254,ribosome biogenesis,0.0004192149218785074,True,"""A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of ribosome subunits; includes transport to the sites of protein synthesis."" [GOC:ma, PMID:26404467, Wikipedia:Ribosome_biogenesis]",321,275,14,26944,0.05090909090909091,0.04361370716510903,query_1,['GO:0022613']
GO:BP,GO:0009416,response to light stimulus,0.0004192149218785074,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a light stimulus, electromagnetic radiation of wavelengths classified as infrared, visible or ultraviolet light."" [GOC:go_curators, ISBN:0582227089]",322,275,14,26944,0.05090909090909091,0.043478260869565216,query_1,['GO:0009314']
GO:BP,GO:0051239,regulation of multicellular organismal process,0.0004192149218785074,True,"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]",3165,275,58,26944,0.2109090909090909,0.018325434439178515,query_1,"['GO:0032501', 'GO:0050789']"
GO:BP,GO:0031667,response to nutrient levels,0.0005395189487774717,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of nutrients."" [GOC:mah]",576,275,19,26944,0.06909090909090909,0.03298611111111111,query_1,['GO:0009991']
GO:MF,GO:0140640,"catalytic activity, acting on a nucleic acid",0.00056145728990989,True,"""Catalytic activity that acts to modify a nucleic acid."" [GOC:pg]",608,273,20,25063,0.07326007326007326,0.03289473684210526,query_1,['GO:0003824']
GO:BP,GO:0009893,positive regulation of metabolic process,0.0005783941290902831,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]",3745,275,65,26944,0.23636363636363636,0.017356475300400534,query_1,"['GO:0008152', 'GO:0019222', 'GO:0048518']"
GO:CC,GO:0014069,postsynaptic density,0.0006083678077476346,True,"""An electron dense network of proteins within and adjacent to the postsynaptic membrane of an asymmetric, neuron-neuron synapse. Its major components include neurotransmitter receptors and the proteins that spatially and functionally organize them such as anchoring and scaffolding molecules, signaling enzymes and cytoskeletal components."" [GOC:BHF, GOC:dos, GOC:ef, GOC:jid, GOC:pr, GOC:sjp, http://molneuro.kaist.ac.kr/psd, PMID:14532281, Wikipedia:Postsynaptic_density]",379,277,14,26995,0.05054151624548736,0.036939313984168866,query_1,"['GO:0032279', 'GO:0099572']"
GO:BP,GO:0000902,cell morphogenesis,0.0006402886183035321,True,"""The developmental process in which the size or shape of a cell is generated and organized."" [GOC:clt, GOC:dph, GOC:go_curators, GOC:tb]",1045,275,27,26944,0.09818181818181818,0.02583732057416268,query_1,['GO:0009653']
